国足 月 日 沈阳 奥体 迎战 马代 日 周杰伦 演唱会 进行 设施 搭建 受 影响	train	 
约 上年 班 起诉 获赔 万 公司 合同 实行 标准 工时 制度 近两年 时间 内天 休息日 都 值班 中 度过	train	 
泸州 奔驰 越野车 凌晨 人防 办公楼 门卫室 撞 穿致 房间 完全 毁坏 后 墙 倒塌 疑因 刹车 失灵 司机 无 大碍	train	 
组图 渔民 花一 小时 捕获 米 长斤 重 巨型 比目鱼 合影 跳入 冷水 中 同游 最终 大鱼 放生	train	 
安妮 宝贝 八月 未央 搬上大 银幕 编剧 李凯 成为 本片 导演	train	 
嫖娼案 发生 后 一年 零两个 月 曾经 国民 女婿 黄海波 做	train	 
河南 安阳 岁 老人 撵 出门 岁 母亲 蜗居	train	 
韶关 夫妇 欲 超生 孩子 却生 龙凤胎 罚款 后 状告 医院 认为 医院 误诊 使 超生 一孩应 承担 民事 赔偿 责任	train	 
武汉 情侣 开车 夜游 马鞍山 森林公园 偶遇 野猪 行车 记录仪 拍 下 野猪 身影 园方 提醒 如遇 野猪 请勿 攻击	train	 
五一 假期 全国 楼市 成交量 跌至 年 新低 北京 新房 二手房 成交量 均 跌 超成 媒体 称多地 政府 拟救市 开发商 不愿 降价	train	 
洛阳 蚊子 惹不起 壮汉 叮 一口 后肿 成球 医院 下 病危 通知书 医生 称因 叮咬 部位 面部 淋巴管 导致	train	 
本周 星运 金牛 爱情 运势 暗淡 处女 朋友圈 热闹 天蝎 冲动 带来 好运 射手 努力 上升期	train	 
黄山市 发布 大雾 橙色 预警 黄山市 黄山区 屯溪区 歙县 已 出现 能见度 小于 米 大雾 天气	train	 
泉州 已婚 男子 抢走 珠宝店 万余元 手镯 称为 兑现 结婚 时 妻子 承诺 事发 时 身上 仅 千元 数天 后 自首 刑拘	train	 
合肥 男子 诊所 治疗 关节炎 注射 后 全身 抽搐 抢救无效 死亡 诊所 经营 执照 齐全 注射 针剂 仍 检测	train	 
夜宵 淡定 哥 扛 锄头 抢银行 进去 便 一顿 猛 挖 男童 特斯拉 开 下 展台 冲向 商场 人群 新娘 洞房 遭 数名 男子 轮番 舌吻	train	 
玉林 岁 小伙 驾校 培训 期间 爬 上 电线杆 抓鸟触 高压电 线 触电 身亡 相关 责任 方 赔偿 家属 万元	train	 
凉山 分红 千万 村支书 身家 上 亿 外村 称 黑白 通吃	train	 
泰安 男子 酒醉 后 公园 溺水 身亡 法院 判 两名 酒友 赔偿 万余元 明知 醉酒 未尽 护送 照顾 通知 家属 义务	train	 
距离 地球 光年 天鹅座 星群 黑洞 再度 活跃 周围 物质 情况 下 黑洞 进入 休眠 很 罕见	train	 
艺术品 公司 设雅局 套 钱元画 估价 万 涉事 公司 家 谎称 送往 港澳台 拍卖 聘 老外 当托	train	 
拌 饭 范冰冰 谈救 男孩 好 声音 试录 剧透周 董频 转身 遇 情敌 欲 反悔 赵丽颖 否认 陈伟霆 绯闻	train	 
骑士 加时 胜 勇士 总分 詹姆斯 分板助 库里 分 最后 时刻 失误	train	 
私人 飞机 价格昂贵 学习 飞行技术 人数 减少 美国 数百个 小 机场 已经 关闭 部分 机场 改为 赛车场 农田	train	 
快讯 库里 分 勇士 高居榜首 爵士 苦战 客场 难逃 一败	train	 
河北省 廊坊市 政法委 书记 肖双胜 涉嫌 严重 违纪 违法 调查	train	 
遇难 人数 升至 人 搜寻 工作 仍 持续 东方 之星 客轮 已 封存 专家 登船 展开 调查	train	 
拌 饭 非诚称 不受 广电 禁令 影响 昆凌挺 大肚 探班 周杰伦 曝跑 男 第三季 叫停 回应 未 接到 指令	train	 
中国 年首 月 出口 总值 同比 降一成 进口 暴跌 顺差 扩大 亿元 专家 称 衰退 式 顺差 延续	train	 
揭秘 迁徙 圣战 新疆 男子 受 极端分子 蛊惑 变卖家产 带 妻女 挤 拉 猪 车里 偷渡 吃尽苦头 途中 多次 人 骗钱 国外 判刑	train	 
快讯 洛瑞 三双 猛龙 克 步行者 沃尔 生猛 奇才 胜 开拓者	train	 
外交部长 王毅 回应 阅兵 活动 邀请 安倍 诚心 都 欢迎 王毅称 中日关系 关键 日本 选择 日本 输掉 战争 不应 再 输掉 良知	train	 
官方 称 中央 第八 巡视组 群众 信访 渠道 畅通 河南 正 办理 巡视组 交办 信访件 此前 报道 称 河南 官员 巡视组 驻地 外截访	train	 
新疆 乌什县 暴恐 袭警案 告破 年 月 人 陆续 纠集 收听 观看 暴恐 音视频 进行 体能训练 结成 暴恐 团伙	train	 
广西 派出所 副所长 醉驾 撞死人 欲 妻子 顶 包后 妻子 法庭 上当 证人 斥其 试图 顶包 未遂	train	 
广西 多名 中学生 街头 集体 斗殴 致人 身亡	train	 
岁 李登辉 昨起 访问 日本 天将 国会议员 发表 演讲 卸任 后 第七次 访日 年 曾 参拜 靖国神社	train	 
徐州 新沂 男子 看 黄片 发现 女主角 妻子 频对 施暴 被诉 离婚	train	 
斯诺克 拉脱维亚 公开赛 霍金斯 力克 福德首 摘 巡回赛 分站赛 冠军 梁文博不敌 沃拉斯 顿 无缘 半决赛	train	 
温州 破 特大 卖淫案 大学生 电台 主持 包装 成 混血 明星 吸引 富豪 成员 次 赴 韩 整成 混血 团伙 建个 卖淫 群 涉案 人数 上万	train	 
昆明 两姐妹 赴 韩国 探亲 月 回家 发现 两套 房子 偷 拆 家中 近 万元 财产 不知去向	train	 
明日 时起 柜台 网银 跨行 转账 暂停 天 用户 机 第三方 交易平台 等种 渠道 跨行 转账	train	 
外媒 曝中 国家 酒店 拟组 信托 公开 售股 集资 亿元 据悉 只 信托 最早 月 新加坡 上市	train	 
达州 男 学生 吃 前女友 醋 组织 打群架 吃亏 欲 设圈套 伏击 对手 半路 再起 纷争 人 拘	train	 
快讯 马刺 失利 波波 千胜 未果 帕克狂 打铁 客场 负 猛龙	train	 
虎门 年 后 再 硝烟 月 日 国际禁毒日 广东 禁毒 委在 东莞 虎门镇 现场 销毁 公斤 毒品 组图	train	 
南阳 男子 伙同他人 赴 东莞 持枪 入室 抢劫 分 万元 赃款 后 回老家 女儿 治病 已 警方 抓获	train	 
台媒 曝 出货量 受限 是因为 劳动力 短缺 并非 生产 良率 低 造成 第二季度 出货量 显著 提升	train	 
山阳 发现 一处 生命 迹象 救援 人员 集中力量 区域 搜救 事发 可能 形成 堰塞湖	train	 
郑州 火锅店 摆 百万 现金 奖励 举报 老油仅 张为 真 钞 经理 称 出于 安全 考虑 纸币 均 点 钞券	train	 
天津 纪委 印发 通知 称 严肃 追究 天津 爆炸 事故责任 查处 事故 背后 腐败问题 要求 不 隐瞒事实 不 谎报 情况	train	 
温州 原副 市长 孔 海龙 涉嫌 受贿 犯罪 立案侦查 采取 强制措施 案件 侦查 工作 正在 进行 中	train	 
淄博 岁 女童 放学 路上 摔 下 电动 三轮车 遭 过路 货车 碾轧 头部 身亡	train	 
河南 少林寺 塔林 部分 佛塔 歪斜 需 木杆 支撑 三年 前 启动 修缮 保护 工程 至今 未见 效果 年代 久 风雨 侵蚀 导致	train	 
金华 小偷 欲 赃款 潇洒 未到 目的地 便 遭贼 赃款 手机 皆 被盗 亦 刑事拘留	train	 
成都 今日 西环 广场 响起 枪声 随后 持枪 小伙 遭 几名 大汉 木棍 追 来复枪 夺下 警方 称 开枪 未致 伤亡	train	 
彭博称 期金 连续 第九天 下跌 创下 雷曼 兄弟 破产 以来 最长 跌势 持有 部位 跌 近年 低点	train	 
英国 双胞胎 兄弟 同一天 父亲 概率 万分之一 两个 孩子 系在 同一个 产房 出生 由同 一名 助产士 同一个 水上 分娩 池中 接生	train	 
扬州 轿车 失控 撞 公交 站台 名等车 年轻人 撞伤 女子 重伤 生命垂危 事故 疑因 爆胎 所致	train	 
迪庆藏族自治州 发布 高温 黄色 预警 午后 金沙江 河谷 地区 最高 气温 以上 请 尽量减少 外出 活动 户外 作业 人员 请 采取	train	 
厦门 女老板 以高 利息 条件 借取 资金 再 资金 更 高利率 转借 第三 人 从中 牟利 共 诈骗 亿余元 被判 无期	train	 
名 中国 人 迪拜 一个月 疯狂 盗窃 起含 珠宝 名 表现 金等 案值 数百万元 已 迪拜 落网	train	 
英超 曼联 客场 不 敌 埃弗顿 暂居 积分榜 第年 以来 连续 次 客场 不 敌 埃弗顿	train	 
曝岁 查克 海耶斯 已 火箭 达成 签约 协议 接受 一份 年 底薪 合同	train	 
日媒称 美国 要求 朴槿惠 不 出席 中国 阅兵 韩方 否认 称 外交 上 不 可能 发生 此事 朴槿惠 未 是否 出席 做出 决定	train	 
组图 武汉 长江 隧道 暗藏 生命 通道 建成 年 从未 启用 滑道 进入 仅 容人 通行 骑车人 误入 成 首位 走进 通道 外人	train	 
伊布 连续 第次 获 瑞典 足球 先生 年 奖 创纪录 期间 年 当时 效力 阿森纳 永贝里 夺走	train	 
山东 招远 人 麦当劳 搭讪 女子 遭拒 围殴 女子 致死 现场 无人 相救 人 目前 已 被捕	train	 
北京 明天 时 左右 点火 供热 预计 明后天 市民 陆续 感受 家中 暖气 升温 后天 居民 家中 温度 达 摄氏度	train	 
宿州市 发布 暴雨 黄色 预警 小时 内 我市 埇 桥区 灵璧 泗县 部分 地区 降雨量 达 毫米 以上 请 注意 防范 请 单位 人	train	 
巴黎 今起 实行 免费 公交 车辆 限行 当地 高 达 去年 月 降低 雾 霾 曾 实行 公交 地铁 快线 全免费	train	 
中方 要求 越方 赔偿 反华 事件 中 中资企业 员工 损失 中国 国防部长 常万全 希望 越方 不要 一错再错 酿成 大错	train	 
东莞 垃圾场 整改 烂尾 每日 百吨 渗 滤液 流入 同沙 水库 备用 水缸 水质 堪忧 尚未 达到 游泳 水 标准	train	 
头条 拌 饭 香港 岁 陈姓 音乐 制作 人 涉毒 京 被捕 网 曝 章子怡 看 婚纱 汪峰谢 祝福 正 回应 抄袭 琼瑶 都 参照 红楼梦	train	 
日本 拟 建议 越南 组建 海上 保安厅 联合 对抗 中国	train	 
距离 地球 光年 天鹅座 星群 黑洞 再度 活跃 周围 物质 情况 下 黑洞 进入 休眠 很 罕见	train	 
南阳 河南 一级 水源 保护区 内 建 别墅 当地政府 介入 调查	train	 
国民党 启动 征召 机制 朱立伦有 可能 被迫 参选 国民党 总统 初选 三位 大佬 均 放弃 领表	train	 
成都 岁 男子 借车 赴约 撑 面子 遭 父亲 拒绝 恼羞成怒 烧 家	train	 
快讯 钟勉任 云南 省委常委 副 书记 张硕 辅任 云南 省委常委 省纪委 书记	train	 
福州 担心 奔驰 太贵 撞 不起 刹车 失灵 货车 迫不得已 变道 改撞 教练车 幸无 人员伤亡 驾驶员 罚 元	train	 
金正恩 缺席 纪念 金正日 大会 失联 超个 月 韩防长 称 平壤 北部 某处 消息人士 称其派 警卫员 随黄炳 誓访 韩	train	 
鹰潭 停产 冷库 墙面 垮塌 砸断 管道 致 氨气 泄漏 现场 隔离 周边 居民 已 转移 库内 管道 正 拆除 幸无 伤亡	train	 
厦蓉 高速 新罗区 后祠 隧道 段 发生 油罐车 追尾 致人 死亡 约 吨 油 流入 吕舟 溪 部分 水体 受到 污染	train	 
网 曝 范冰冰 李晨 已 秘密 领证 准备 对外 公开 两人 戴 同款 戒指 此前 范冰冰 否认 异性 有染 李晨 转发 支持	train	 
号线 汉中路 站 年底 通车 两线 换乘 仅 需 分钟 号线 乘客 换乘 去 南京路 世博园 区域	train	 
男子 扶 摔倒 老人 诬撞 人 行车 记录仪 证 清白	train	 
三峡大坝 旅游景点 明日 中国 游客 含 港澳台 同胞 海外侨胞 华人华侨 免费参观 游览 须 实名 预约	train	 
大理 古城 月 日 开收 古城 维护费 生产 经营 旅游 活动 单位 人员 收取	train	 
事发 昆山 马鞍山 中路 肇事车 去年 月 至今 有起 严重 违法 记录 司机 系 多岁 小伙 当场 死亡	train	 
国务院 发文 称要 大力 推动 跨境 电子商务 发展 积极开展 跨境 电子商务 综合 改革 试点工作	train	 
郑爽 个人 邮箱 外泄 贴 小号 曝 只 关注 胡彦斌 经纪人 关机 此前 盛传 两人 恋情 再 添新证	train	 
上海 外滩 踩踏 事件 遇难者 家属 获万 抚慰金 万元 政府 救助 抚慰金 万元 社会 帮扶 金	train	 
滨州 女子 吞食 余根 细针 曝有 吸毒 史吞针 只 缓解 疼痛 医生 耗费 三个 半小时 全部 取出	train	 
网 曝 河南 商丘 肯德基 砍死 人 警方 称系 两伙 人 冲突 引发 斗殴 双方 当事人 均 本地人	train	 
夜宵 骗子 自制 葵花宝典 受骗者 高学历 男子 持刀 抢 茶叶蛋 女子 抱狗 上 公交 狗 投币 乘客 掏钱 下车	train	 
消息 称以 沙特 为首 多国联军 今日 空袭 也门 平民 区 至少 人 死亡 人 受伤 死者 多为 妇女 儿童	train	 
日本 最大 卫陶 公司 上海 工厂 发生 大 罢工 中国 员工 要求 加薪 日本 国旗 降下 组图	train	 
广东 河源 扶 老人 诬撞 人 救人者 以死证 清白	train	 
岁 高速 执勤 民警 面包车 失控 冲向 应急 车道 时 紧急 推开 同事 面包车 撞 出 数米 牺牲 事发 京沪 高速 淮安 段	train	 
极限 挑战 男神 集聚 实力 大牌 鲜肉 偶像 究竟 最 吸睛	train	 
今日 凌晨 一辆 客车 京昆 高速 永仁 段 侧翻 目前 已致 人 死亡 多人 受伤 消息 称 客车 深圳 开往 四川 西昌 事发 时车 内 乘坐 人	train	 
宿州 砀山 警方 连续 查获 吸毒 人员 人 抓获 容留 吸毒人 人系 网上 追逃 人员 曾 涉嫌 容留 吸毒	train	 
夜宵 神秘 富豪 赴 浙江 村庄 一晚 送 出 万 现金 北京 女人 不 回家 吃饭 刘德华 落马 霍 建华 双开	train	 
佛山 外籍 男子 黄 岐江 滨 大厦 吸毒 时 遭查 欲 爬 水管 逃跑 不慎 从楼 坠亡	train	 
汤唯称 兴趣 出演 陈可辛 执导 李娜 如果说 导演 想 找 梁洛施 李冰冰 范冰冰 女主角 热门 候选	train	 
夜读 明朝 灭亡 究竟 孰 崇祯 生不逢时 志大才疏	train	 
苹果 维修 撞店 揭密 山寨 店 授权 店 对门开 授权 店 收费 不 统一 周边 配件 极易 山寨 毛利 空间 巨大	train	 
上海 查获 万件 含 重金属 假冒 名牌 避孕套 网店 销售 人体 危害 很大	train	 
组图 昆明 人民 西路 环城 西路 交叉口 现 厘米 宽 斑马线 仅够 一人 行走 网友 吐槽 称 单身 狗 专用	train	 
吉林省 发布 雷电 黄色 预警 吉林省 气象台 月 日 时分 发布 雷电 黄色 预警 预计 未来 小时 通化 白山 延边 长	train	 
奥巴马 夫妇 申报 财产 万到 万美元 之间 不 包括 年 购入 芝加哥 房产 现在 仍 欠 万美元 房贷	train	 
经济学 人 智库 发布 全球 宜居城市 排名 中国 内地 最 宜居城市 天津 排名 仅次于 北京	train	 
陕西 煤化 能源 公司 旗下 近 百亿 二甲醚 项目 罚 万 曾多次 违规 排污 却 拒 不 整改 遭到 附近 村民 围堵 抗议	train	 
北大 党委书记 首次 表态 方正 遇到困难 暂时 方正 不能 倒也不会 倒 此前 公司 位 董事 应 相关 部门 要求 协助 调查	train	 
组图 国内 首度 公开 日军 轰炸 延安 图像 回应 网上 日军 不 轰炸 延安 质疑 资料 显示 日军 曾 延安 上 空投 重磅 炸弹	train	 
龙岩 小偷 入室 盗窃 龙岩 两 民警 拔枪 对峙	train	 
年 选秀 唐斯 状元 赴 森林狼 湖人 榜眼 签摘 拉塞尔 奥卡福 跌至 探花 开赴 人	train	 
证监会 连夜 发布 三大 重磅 利好 消息 股 交易 费降 成 券商 自主 决定 强平线 增加 券商 融资 渠道 业内 称 释放 资金 或超 万亿	train	 
渭南市 发布 大雾 橙色 预警 预计 未来 小时 内 我市 大部分 地方 出现 能见度 小于 米 雾	train	 
毒贩 找 不到 交易 地点 问 警察 一眼看穿 吸毒 史	train	 
汉中 村民 修路 时 发现 宋代 墓葬 文物部门 赶到 现场 只 剩下 空荡荡 墓葬 昼夜 走访 后 追回 件 文物	train	 
曲靖 播乐乡 大海 煤矿 发生 顶板 冒落 事故 已致 人 遇难 被困 人 正在 搜救 中名 当班人员 已 安全 升井	train	 
欧盟 主席 称 欧元区 领导人 召开 紧急会议 讨论 希腊 局势 欧元区 财长 此前 没能 会议 上 希腊 问题 达成 一致	train	 
陕西 煤业 今年 上半年 预计 亏损 达 亿 上年 同期 盈利 逾 亿 分析 称 宏观经济 增速 放缓 煤炭 形势严峻 系 主要 原因	train	 
原 河北省委 副 秘书长 周仲明 当选 承德 市长 前任 市长 赵风楼 已任 河北省 民政厅长	train	 
抚州 车主 驾万 劳斯莱斯 货车 相撞 换乘 万 宾利 后 再 发 事故 车主 称 不 担心 出行 家中 多辆 豪车 可用	train	 
镇江 精神病 男子 附近 鱼摊 夺刀 后 登上 一辆 载有 多人 公交车 引起 恐慌 巡警 迅速 已 采取措施	train	 
网 曝 女童 开车 上路 爸爸 坐 后排 说 好好 开 车 女童 展示 刹车 超车 停车 技巧	train	 
拌 饭 陈红批 房祖名 人毁 一部 片 陈奕迅 想 张学友 演 同志 全裸 接受 杨子 晴 转护 陶喆 配不上	train	 
曝 深圳 飞 上海 航班 日本 乘客 偷带 火柴 安检 躲 机上 厕所 内 吸烟 男子 一度 带走 写 保证书 后 获 放行	train	 
米兰 体育报 消息 表示 不放 伊布 巴黎 圣日耳曼 改口 表示 想 回 米兰 球队 不会 阻拦	train	 
淮安 盱眙县 担保 公司 倒闭 多万 保证金 打水漂 数十家 企业 受 影响 一半 以上 钢贸 企业	train	 
武汉理工 大 教授 趴 教室 前门 求 学生 凌辱 余 学生 跨过 身体 有人 胆怯 后门 逃跑	train	 
开封 岁准 爸爸 黄河 游览区 救 落水 女孩 身亡 孩子 下个月 出生 落水 女孩 抢救无效 死亡	train	 
湖北 襄阳 现 海市蜃楼 高楼 远望 仿佛 悬在 半空	train	 
黔东南 凯里 学院 院长 党委 副 书记 吴军涉 严重 违纪 正 接受 组织 调查 吴系 本届 黔东南州 委 委员	train	 
巴菲特 年度 股东大会 前 透露 一季度 买入 更 股票 第三 大 重仓股 持股 约 亿美元	train	 
长沙 岁 男子 麻将馆 猝死 劳累 后 突然 兴奋 引发 心脑血管 疾病 所致 前一天 通宵 值班 没有 休息 急 打麻将	train	 
媒体 称 中国 亚 投行 表决权 相当于 否决权 美日 加入 中国 投票权 低于 丧失 否决权	train	 
科学家 称 大西洋 上 出现 缺氧 死亡 带 海岸 移动 直径约 公里 核心 含氧量 极低 难 生物 存活	train	 
组图 中国矿业大学 南湖 校区 实验室 爆炸 人 抢救无效 死亡 人正 救治 中 初步 认定 甲烷 爆炸	train	 
配 新型 直升机 登陆艇 俄海军 司令 曾称 搭载 架 直升机 名 军事 人员 台 车辆	train	 
甘肃省 副省长 王玺 玉 首次 省委常委 身份 亮相 曾任 陇南 市委书记	train	 
陈吉明 出任 资阳 市委 副 书记 提名 市长 原 资阳 市长 邓全忠 因涉嫌 严重 违纪 违法 正 接受 组织 调查	train	 
广州 颁布 领导 干部 十个 严禁 称 不能 去 自费 不行 机关 人员 质疑 说 小学生 都 去	train	 
油价 今迎 调价 窗口 三连跌 几成 定局 升降 幅 超过 元	train	 
安徽 男子 介绍 工作 骗走 老人 元天 后 车祸 身亡	train	 
途经 漳州 动车 被斤 虎钳 逼停 动车 发出 异响 停车 发现 虎钳 置于 铁路 道 心疑 人为 恶性 破坏 警方 悬赏 万元 破案	train	 
南京 岁 男童 上 早教 班 老师 关禁闭 翻窗 坠楼 摔成 重伤 园方称 老师 试用期 尚无 保育员 证	train	 
美军 装备 激光 武器 无法 看见 激光束 发射	train	 
中国 拘捕 名 外国游客 因看 恐怖组织 宣传 视频 包括 南非 人 英国人 南非 官方 表示 正 沟通 解决	train	 
湖南 文联 主席 网上 晒 诗 遭差 评带 人 砸 网站 办公室 事后 留熊 艾春怒 砸 社区 电脑 字 字条 错字	train	 
港股 恒指 收涨 收报 点 国企 指数 跑 赢大市 收涨 招商银行 领涨 国企股	train	 
咸宁市 发布 雷电 黄色 预警 预计 未来 小时 内 咸宁市 区 嘉鱼县 通城县 通山县 崇阳县 赤壁 县有 雷电 活动 可能 造成 雷	train	 
岳阳市 发布 大雾 橙色 预警 汨罗市 临湘市 岳阳县 岳阳市 区 湘阴县 平江县 华容县 已经 出现 能见度 不足 米 雾	train	 
王健林 内部 反腐 位 万达 员工 以权谋私 开除 人为 总经理 级 人 立案	train	 
南宁 部分 小区 多层 住宅楼 水压 下降 顶楼 住户 多年 缺水 无奈 搬离 自费 安装 水罐 引发 邻里纠纷	train	 
南充 已婚 男 冒充 单身汉 离异 女 恋爱 谎言 穿帮 分手 深夜 潜入 前女友 家中 现任 刺伤 获刑 月	train	 
河北省 发布 霾 橙色 预警 预计 今天上午 保定 廊坊 以南 地区 轻度 中度 霾 局地 重度 霾 部分 地区 能见度 不足 米	train	 
抚顺市 发布 大雾 橙色 预警 预计 未来 小时 内 清原县 新宾 县 出现 能见度 小于 米 浓雾 天气 请 注意 防范 抚	train	 
青岛 奇葩 女 乘客 公交车 上 要钱 疯狂 开 骂 脱衣 裸身 吓跑 乘客 疑为 精神病 患者	train	 
沈阳 岁 大学生 救助 刺 死 六旬 老父 申报 见义勇为 年 未果 上 法院 起诉 综治办	train	 
俄 总理 梅德韦 杰夫 北京 举办 摄影展 纪念 反法西斯战争 胜利 周年 展览 时间 月 日 月 日	train	 
调查 显示 超 被调查者 认为 店 过度 维修保养 小病 大修 没病 乱 修成 人选 普通 修理厂	train	 
网帖 称 陕西 榆林 一有 陪酒女 提供 色情 服务 却 没 查处 女警 不以为然 裙子 还 没 短	train	 
南充 女校长 情夫 雇凶 丈夫 公众 场合 绑架 郊外 杀害 欲 独占 资产 时 警方 抓获	train	 
上合 组织 元首 峰会 俄罗斯 乌法 举行 启动 接收 印度 巴基斯坦 加入 上合 组织 程序 决议	train	 
员工 上班 途中 车祸 被认 工伤 单位 不服 起诉人 社局 称 员工 违反 公司 规定 擅自 离岗 不属 工伤	train	 
美媒 中国 无人机 已 海外 实战 正在 尼日利亚 作战 非常 强大 武器 中国 年内 生产 超 万架 无人机	train	 
银川 女子 阻挠 民警 执法 审讯 时 要求 用美图 拍照 称 会 更加 漂亮	train	 
官方 回应 延寿 越狱 案 悬赏 缩水 称 已 兑现 到位 人分 万 提供线索 协助 抓捕 汤 独揽 万	train	 
外媒 东莞 欲 摘 黄帽 打造 全新 城市 名片 民间 称 扫黄 永远 扫不完 现在 很多 转入地下	train	 
广东 汕头 南澳 发生 级 地震 市民 称 无 明显 震感	train	 
真实 版 余则 成 牺牲 后 未评 烈士 岁 遗孀 起诉 民政局 其系 国共 双重 党员 许昌 参加 秘密会议 时遭 日伪 汉奸 日军 围剿	train	 
女排 世锦赛 中国 险胜 多米尼加 先 丢 两局 后 扳 三局 实现 逆转 能否 进四强 无 主动权	train	 
网友 曝一 泰达 球迷 输球 权健 撤资 脑出血 去世 逝者 友人 称 一起 看 天津队 年 现在 哀叹	train	 
篮协 开出 上赛季 各队 外援 签证 延期 罚单 共万 新疆 队 罚 万 居首	train	 
北京 刘老根 会馆 撤不雅 泥塑 会馆 牌匾 换成 老根 山庄 本山 传媒 表示 是否 搬回 泥塑 月 日 试营业 后 确定	train	 
嘉兴市 发布 大雾 橙色 预警 目前 我市 周边 部分 地区 已 出现 能见度 低于 米 浓雾 预计 上午 以前 浓雾 持续 请 注意 交通 安	train	 
政治局 常委会 召开 会议 专题 听取 天津 爆炸 事故 救援 情况 习近平 提 点 要求 勒令 严查 事故 责	train	 
泉州市 发布 雷电 黄色 预警 预计 未来 小时 内 我市 安溪 南安 永春 德化 部分 地区 雷电 活动 可能 会 造成 雷电 灾害 事故 局	train	 
莞惠 佛 肇 城轨 开建 后 擅改 线路 设计标准 未报 环评 审核 省 环保 厅 叫停 要求 月 内 补办 手续 涉事 公司 回应 正 抓紧 补办	train	 
南昌 飞往 北京 航班 遭 炸弹 威胁 续 男子 好玩 报假警	train	 
本周 星运 金牛 遇见 新机遇 巨蟹 正 能量 激活 狮子 情绪 暴躁 白羊 本周 魅力 之星	train	 
黔南 发布 雷电 黄色 预警 预计 未来 小时 内 我州 发生 雷电 活动 出现 短时 强降水 请 注意 防范	train	 
