mind finish drink sangria absolutely suck eating tapa took forever arrive	train
price fix	train
prefer filet ribeye strip house specialty	train
china grill welcome open arm thank	train
phenominal	train
tourist especially close proximity rockefeller center	train
add insult injury service nasty cold	train
thank wonderful evening tarcisio	train
good ambiance valet parking	train
memorable dinner rave	train
service great tasting menu reccommend allow try menu	train
good ethiopian food nyc queen sheba beat	train
table wait appoint reservation time	train
recently dine artisanal give gift certificate	train
food excellent	train
get drink finish entree	train
thing well bottle wine dinnergreat recommendation waiter sexy spanish like wine	train
ve	train
try friend house special roll fantasy roll	train
mellow scene find weekend focus strictly food	train
kid scare alien walk	train
price small portion	train
bit expensive typical ben jerry	train
think village nice space hear good review restaurant village	train
place romantic relaxed	train
sunday order chicken sandwich	train
finally seat joy begin	train
long live brooklyn trek family request stop lb	train
set beautiful salsa music exciting food amazing	train
gee thank	train
nerve argue min	train
loved feel rush course staff super friendly attentive	train
friend allow stay diminutive bar barely finish drink bouncer ask leave	train
fantastic	train
special occasion weekly like memorable experience worth	train
chip delightful generous sprinkling malt vinegar go perfectly pint boddington	train
spotty ny service	train
well buy market instead eat restaurant	train
service oh service	train
stay understand want hour life	train
exquisite ice spumoni perfect dessert pizza	train
recommend little restaurant east th	train
like menu saul small simple brick wall decor	train
heartland brewery far good place nyc new friend catch old	train
great location plenty bar lounge nearby enjoy	train
westway culinary nirvana	train
unlike dish dry spicy menu specify spice level service ask preference	train
co worker take eat ruby foo	train
move neighborhood ve try west village sushi restaurant	train
definite steak lover ny strip delicious steak ve	train
great restaurant date impress le great way start fun night	train
steak connoisseur know like experience nick stef leave satisfied	train
day call	train
bill people	train
authentic decor taste	train
try place shocked bill	train
place fun high energy good food reasonable price	train
live neighborhood go twice week day open	train
service help impeccable	train
amour restaurant entertainment king	train
ambiance fantastic service exceptional	train
gee thank let know	train
family get filet mignon marinate cook stone	train
attitude run high	train
wait come	train
lunch dinner	train
play lot samba	train
party give choice cramp table door cramp table bathroom kitchen despite relatively slow night dressed reservation	train
order	train
bit tight space intimate romantic time date	train
food high quality pricey time	train
business guest town come decent choice	train
place force bottled water doubt free	train
yuka fantastic cheap eat article new york magazine place pour east yuppie yup	train
service friendly professional	train
food isn good sushi roll order good	train
cook specification lovely bottle rhone valley wine	train
recommend burger	train
go party great time	train
atmosphere trendy expect loud	train
highly imaginative sushi creation find	train
food tasty margarita good city	train
warm comfortable surrounding nice appointment witness etch glass brickwork separate dining room	train
food good waitstaff professional helpful courteous	train
music begin country got finally well play eminem	train
chef owner change	train
tito jar happy drink choice recommendation try martini probably good manhattan	train
service ok food come	train
high altitude le appetite possibly difficult properly digest food	train
good dinner lunch superb brunch	train
wait	train
not remember extraordinary knot stomach get bill	train
love bread	train
food amazing service impeccable great experience go lunch week love	train
complain restaurant fussy people horrible	train
wrong fine roth	train
order tasted great app drink meal	train
live uws manhattan think twice hike park slope	train
good italian food italian mean alot	train
soon slit wrist return	train
time city	train
hipster tragic loud player dine enjoyable	train
area	train
think place good hang spot	train
night special help choose great wine attend night	train
mind play music	train
price overrate	train
ve eat harrison time great experience staff amazingly nice helpful accomodate food fantastic atmosphere decor gorgeous wondeful restaurant	train
peasant need food service	train
completely average	train
short patron relax indian snack cocktail plaza level lounge dine surround floor ceiling window seat dining room throw party upstairs	train
lobster chewy overcook reheat sit cold area	train
service rude authentic price expensive	train
great experience friend sit bar hour thoroughly impressed extensive wine list	train
food excellent	train
weer able eat special order fo potato sunday wouldn need eat day	train
food consistent try combine dish tomato basil salad chix finger boyfriend favorite steak sandwich jalapeno popper	train
return rainbow room	train
go special celebration	train
chris sell owner	train
want ve party party time service fantastic	train
didn feel like new york nice definately sit outside food fantastic term try	train
service friendly food well	train
food unparallele	train
patio great place weekend brunch	train
whacko bistro worth visit beware clueless model actress wait table chic eurodisney experience	train
tell people high price menu restaurant well	train
restaurant locate ave rating	train
think food experience pleasant	train
clean design fun reasonably price great staff	train
manager restaurant year know like deal rude customer rude	train
food drink good	train
egg benedict brunch bad entire life try remove hollondaise sauce completely fail	train
dinner night calle ocho prove anothe roverwhelme experience	train
end season tomatoe salad excellent easy didn need	train
wall paper crack	train
great place hang talk sober long night bar hopping	train
service okay	train
negative entree come immediately app	train
huge fan steak reading review decide check place location keep go place	train
excellent food great wine selection	train
relief	train
garden outside somewhat escape city incorporate general ny vibe	train
right good roast pork planet	train
dessert incredible banana mousse perfect balance texture taste	train
delicious shrimp creole	train
service smart casual accommodate anniversary infant dinner	train
cow sculpture not compare	train
time service impeccable interruptive attentive	train
recommend hotel	train
scene noisy space slickly design somewhat cramp frantic	train
scary great deal day good burger nice restaurant	train
veggie lasagna mac cheese	train
hear good thing jane experience pretty negative	train
bit loud impossibly	train
need know wine need know fun	train
server knowledgeable wine list expansive	train
restaurant perfect occasion	train
tap local organic grower ingredient help ensure fresh tasty dish	train
service food great	train
get roll sushi	train
think space small type production try pull	train
luckily pastry chef mimi stewart dessert blow rest menu away	train
sandobe west sushi sushi lover	train
fry suck compare cottage fry jg melon	train
extremely disappointed restaurant choice instead	train
pasta dish close italian mother cook pizza enjoy neapolitan pizza good	train
think place hit miss sure ask like spicy	train
service professional greet door smile feel welcome like glad unusual ny restaurant	train
good meal fresh flavorful overall fabulous price food truly good value experience quality quality food want tonight good	train
great place bring kid great time	train
waiter exceptionally friendly table large bill	train
service incredible probably good ve	train
tremendous job	train
la cantina rare find new york city	train
great french bistro	train
gianni great host	train
ve grocery time item menu disappoint	train
food service ambiance people palma incredible pick restaurant site tell picture show restaurant justice	train
cheap great special meal	train
ve problem staff maybe ve lucky event bit pricey love restaurant definitely	train
wasn food recommend place	train
eat nyc eager try artisanal	train
love apparently personalize resturant service lala land	train
mark	train
farmhouse decor like change pace stylish establishment	train
fish wasn special	train
enjoy steak house immensely	train
money dependable fun place sushi bring friend share roll	train
room gorgeous offer intimate seating booth wall	train
soup bland entree fairly good spectacular	train
delivery leave rice	train
didn know expect frankie johnnie reservation friend tell good steak	train
vini olii miss	train
receive drink refill ask hungry receive entree ask manager	train
place great vegetarian non vegetarian alike	train
remind restaurant marseille paris	train
server warm eager	train
food good ambience inviting	train
toast experience superb buffalo chicken salad huge utterly delicious	train
portobello appetizer mediocre	train
suggest early reservation avoid crowd pretty chaotic	train
waiter mess order call check	train
let people sit	train
got seat promptly waiter suggest cran apple martini yummy order app ginger calamari amazing dipping sauce black mussel curry broth tasty good entree	train
food span range good bad	train
host explanation control people finish dinner	train
food great rye good porterhouse	train
great cheap eat	train
food comfort food menu organically grow enormously portion influence range america mediterranean	train
people come	train
feel hungry try juicy lightly wok sear tuna entree pile slice	train
scene reasonably cool unworth drink	train
yuka definitely good japanese sushi joint city come value quality	train
get menu go kitchen tell chef want get bottle wine pick food chef serve	train
dinner	train
thank great time week	train
complain tasted funny waitress didn believe	train
ll definitely	train
person bargain excellent food great service middle eastern atmosphere	train
tip consider poor service chase street ask	train
food way sub par	train
cuisine esca incredibly suberb	train
definitely backer	train
sit nyu new school professor student dining food adapt goa punjab southern india include goan fish curry galina xacutti chicken potato simmer puree coconut spice	train
unfortunately tired noise level energy place little overbearing	train
fabulous dining experience	train
good nice portion mash potato olive	train
whopping portion	train
order roll	train
tao spade sure	train
orange juice taste like screwdriver	train
people walk horribly alien costume not	train
batter tasty mc donald well fry	train
friend lame uninteresting	train
try rf midtown area	train
think recommend place clear conscience	train
love costume wear pass flier	train
dish feature intrigue interesting combination fresh ingredient	train
grill skewered lamb nicely execute present juicy tender moderately portion veggie dish disappointing chickpea spinach chana saag lack character	train
waitstaff friendly decor interesting fun	train
friend town guest good time	train
unfortunately minute decision ticket concert msg	train
apology obvious misstep filet show tab	train
everybody nice accommodate compliment	train
atmosphere sexy space roomy allow quiet conversation	train
service wonderful time bar scene perfect meal	train
ask server change give check credit card waiter	train
unpleasant experience	train
ambience fine room somewhat dark taste	train
half drink list menu available	train
ve walk eatery year constant crowd deter try	train
food thai reviewer suggest	train
great food pleasant staff creative menu	train
special night couldn recommend well place	train
bud cod mushroom croquette mushy tasteless	train
forever beer refill water oh	train
go order fish sure people eat	train
complaint place crowd weekend price pay great food	train
love downtown dinner harrison instant favorite	train
large flavorful mussel ve absolutely steam perfection	train
friend show sit	train
lupa great atmosphere offer host male wonderful	train
food ok starter real winner arugala salad potato dumple	train
knock shrimp scampi little overcooked	train
maybe went expect dissapointe	train
walk mary large appetite end eat way bank roll popular lobster roll	train
overall meal enjoyable comfortable space good service	train
oh yeah crowd early	train
teeny tiny price tag substantial portion sure starve artist happy	train
rib huge	train
unlike loud crowded tapa place room sit enjoy environment able hold conversation	train
oh guac amazing excellent margarita small context pay	train
magnolia offer course prix fixe dinner menu everyday think weekday	train
great start hear great thing tello	train
special house roll order additional price	train
cheap delicious suffer heaviness greasiness chinese restaurant food good quality expensive chinese pittance	train
peasant mood love	train
guess expect ambience	train
extremely high quality large variety well place nyc	train
use free range chicken organic vegetable paycheck low compare organic place ve try	train
gelato dense tasty	train
problem los molino food spicy service unacceptable	train
shimp awful iodine taste	train
steak	train
love place everytime visit town vatan	train
bartender quality mechanic group agree follow describe food interesting bold quality occasionally incompatible creative	train
food restaurant overall approach steakhouse fare safe point conservatism appetizer include smoke halibut asparagus baby green crabmeat cocktail oyster corn chowder	train
family visit restaurant time th	train
explain wait hr tell diff	train
shouldn case spend dollar meal	train
come time order waiter give hard time walk away come paper pen write want	train
great food include burger steak tartar bad	train
white wine arrive warm badly present	train
visit restaurant year half ago anniversary	train
wonderful experience server stephen absolutely delightful	train
french onion soup soooooo salty tell waitress stand look like	train
food delicious inexpensive	train
wow amazing fish great atmosphere good wine list	train
crazy european tourist freak american mid west	train
order	train
good place group reservation	train
recommend sparkle sangria pineapple coconut mojitos start tapa amazing chorizo calamari scallop spinach	train
enjoy stop	train
water tank pile bad looking lobster water look clean	train
reservation bar seating wait space limit	train
pumpkin ale worth try	train
forget valentine day debaucle hour long wait past reservation time	train
pretty sure secret addition bechamel sauce	train
high expectation arrive exceed	train
expense account like inconsistent expensive food not	train
go year	train
good luck get table	train
amazing certain restaurant not hot list end well experience everyone rave	train
think great ll	train
sum service horrific food bland disappointing place look lay invite surface	train
patio lovely saturday morning summer	train
food complaint read pleasantly surprise food	train
complainer hamburger serve wonderbread bun meat burn crisp	train
english	train
original restaurant miniscule comparison design sleek lounge style	train
worth go	train
bring portuguese boyfriend visit toronto pao blow away	train
shrimp spinach dumple yummy	train
proceded sangria serve wine etc	train
tuscan rib drop bone ease	train
head sholdier rest	train
great decor great food	train
escargot jenny poorly prepare taste like salt lick delicacy	train
time surprise slowness initial service extreme fast pace food come	train
bring party visit new york danube didn disappoint expectation ny haute cuisine	train
scene lofty slide glass window soar ceiling characterize pfiff cozy restaurant space house abyssinia	train
neg live close place eat	train
large dining room stuff small table chair	train
drink cost	train
seat soon enter take order minute later food delicious	train
amazing	train
order moo shu spelling pancake	train
music great groove	train
food excellent steak menu	train
place surprise	train
aside waitress recite entire menu write italian restaurant good	train
food wasn special	train
bartender use sensitivity training start let bartender waitstaff effect evening large problem	train
go bc dine ny coupon porterhouse yummy ny stripe decent	train
want barely noticed presence	train
food unbelievable sure	train
server gona fall like king food like imagine bellydanser uauu	train
shrimp wonder tapa minimum person	train
staff attentive kind ve amazed ve handle different group size come	train
turn relatively accurate group show right time seat	train
pleased experience	train
ve restaurant new york popular treat like	train
price inexpensive wonder money	train
share cheese plate profiterole dessert delicious	train
order goulosh beef halibut	train
surprise mention sunday night scene park drink eat	train
hear thhe jekyll hyde club dinner night go theatre kid	train
place cafe restaurant	train
see cold bottle wine deliver	train
menu doesn creative read	train
restaurant try trendy	train
food average	train
place power business hangout	train
service point friendly get food fast restaurant	train
quiet couple jovial group enjoy leisurely meal candlelit farmhouse table	train
assume watch diner bread scoop	train
checker floor black table mirror decorate small dining room attract upper east resident tourist sandwich salad tower bagel dinner menu steak grill stuff salmon chicken paillard	train
far favorite spot picky person	train
delicious	train
staff friendly mello	train
service somewhat spotty reward free drink waiter sweet lovely genuinely french speak snooty	train
love outdoor seating area feel like park different room especially nd level people start dance later night	train
atmosphere fun lively	train
food flavorful bit overpriced not afford not consider high scale restaurant	train
small amazing wine list prosecco	train
martini badly watery free snack horribly oily sit hour	train
definite negative bathroom	train
tell seated everybody order worth food drink person	train
wicker chair tribal looking mask suggest northern africa overall aesthetic noncommittal invite free association	train
wouldn minded price place class	train
basket gougere instantly addictive baked gruyere puff mandatory opener non cheese base entree bit good tuna carpaccio sea salt jazzy dice vegetable superb fall bone rabbit mustardy spaetzle crisp pig trotter truffle polenta	train
beautifully light romantic	train
save trouble good friend host speak fluent french	train
not huge group staff attentive friendly	train
think peaceful spare interior right acoustic room wasn dead sound wasn raucous	train
hype actually disappointed	train
overseer restaurant exceptional job	train
relatively good value food pri fixe menu course meal	train
find steak well serve big steak house	train
service good	train
place ok guess karaoke goin free shot sing	train
rare west village place people live hood money people hood	train
problem friendly place problem dine public period	train
recommend restaurant wait	train
lot meat steak crunchy outside rare inside	train
great bathroom	train
steak awesome usually order ribeye service wonderful	train
kudo steve alex wonder dining experience	train
order pan sear chicken stuff spinach dry tomato	train
real sushi small delicate flavorful	train
server misunderstood appetizer order end get appetizer free complaint	train
recommend thalia wonderful set great mood	train
special order kind dumple etc	train
wouldn	train
wait backyard garden open	train
drink decent reasonably price want	train
ve well fish chip place probably well future	train
oh right probably nice	train
short annoying want shoot head waitress braindead	train
nice meal prepare exactly expectation	train
share order fondue du jour think tad pricey small delicious	train
totally cool venue wish get gig dj	train
terrible great definitely destination	train
place little tight cold day seat entranceway pretty drafty	train
definately place add lunch rotation	train
compe meal drop	train
wait aren bad reservation	train
design atmosphere good	train
special trip mohito	train
recommend place count calorie	train
dad take plaka go	train
try lb sicilian pizza idea miss	train
later noise level moderate	train
want impress date place nice decor soft music quiet atmosphere bernardaud china	train
bartender manager nice decor comfy lay trendy	train
tell bartender father famous movie star	train
service ok little spacey	train
food good justify type rude attitude	train
atmosphere nice weather beautiful sit outside	train
awful	train
note convivium true european restaurant sense portion enjoy chef art leave satiate	train
like fact let regular folk day de niro crew long go	train
surprise good food visit sunday night	train
attraction quaint place	train
filet mignon overcook waiter argue fine	train
bad food tragically hip	train
look great steak phenominal drink dylan prime place	train
entree size tapa plate	train
place hate practically speak italian	train
try mashed potato lobster coconut rice awesome	train
chef send little amuse buche start tickle tastebud course	train
place nice atmosphere steak season nicely cook	train
bagel good	train
wonderful service young man name micah	train
food mediocre well	train
accept concept judge meal worth nyc standard	train
price reasonable entree range	train
grow southwest mexican favorite cuisine	train
win break bank recommend og highly try check	train
go spumoni garden time neighborhood hungry mood good pizza nyc sauce pizza amazing like generous sure plenty napkin ll need use perfect cheeze obviouse use high quality product pizza	train
entertainment great	train
decor simple comfortable	train
chip shop restaurant	train
downhill	train
maybe bit pricy worth	train
irritated horrible food didn stick hangout bar	train
ve try steamed shrimp dumple nearly chinatown dim sum restaurant absolute favorite	train
point steak phenominal cocktail perfect price	train
small table design couple	train
small soup la sa gao creamy chicken coconut soup garnish fresh chop basil leaf	train
service little slow un atttentive stop enjoy evening	train
happy hour drink owner waitstaff friendly attentive food amazing highly recommend vegetable tart melt mouth good great vibe hip music candle light eclectic crowd	train
spicy indian food prepare open	train
better real home cook portuguese dinner home	train
son cubano great occasion	train
forget confirm reservation call pleasant hold	train
long wait friday saturday wait worth help provide comfortable chair sit	train
wine glass mark extreme list huge	train
ll let battle subpar experience	train
like place	train
food pretty good	train
think spain	train
everytime come good looking crowd staff accomodate food pretty good	train
wiggly yr old lap ime pizza arrive minute rest meal	train
venison stew awesome	train
wait short hostess quote great	train
roasted lamb like lamb carpaccio	train
chip shop rock	train
people wine food come yike	train
course happen forget candle	train
sure wear rudeness badge honor probably point complain management advice	train
ve try	train
hard imagine restuarant receive high rating disappointment	train
try explain misunderstood damn expression face tell waste time	train
come park slope	train
large table near look like good big group	train
awful food pathetic service apalle behaviour	train
price high quality ingredient cooking reasonable	train
feel like loose know	train
enjoy sit bar talk bartender wait table	train
sushi sashimi disgraceful	train
kino great addition dumbo hip chick certainly dull	train
wish expand	train
atmosphere uptight order delicious grill trout husband duck	train
order prix fixe	train
food excellent	train
sway negative review trio undiscovered gem trendy snobby place pop corner day	train
guy hot girl get place like usually isn problem	train
unauthentic sloppy	train
description shoe leather steak justice	train
hard choose awesome array sandwich	train
unbelievable food fabulous choice dish wonderful attentive knowledgeable service abrasive annoying gorgeous garden owner come cute button lovely eat well meal city	train
bad offensive	train
go lunch want order la carte highly discourage waiter push	train
resturant serf fine piece sashimi available highly creative infusion latin japanese culture deliver roll el topo cook salmon bed rice top melt mozzarella drop melt spicey cheddar cheese fry onion	train
love pic andy warhol frequent place paint ballato sign window	train
cozy small space friendly waiter	train
go friday sister bachelorett party blast	train
greek toast vanilla version french toast maple syrup fresh blueberry raspberry	train
dessert sticky toffee pudding delicious thing earth	train
ravioli maine lobster dish memorable	train
recommend place people verdict generally	train
service hurry friendly	train
place nice smell bathroom ve potpourri candle magical	train
good margarita delicious meal	train
accommodate request jalebi paratha instad plain naan brunch price	train
give place eat nyc prune	train
way food	train
place clearly lose chef inspiration quality taste	train
horrible	train
give guy cent difference take sad	train
bad manager probably bad restaurant experience nyc	train
food ok oversalte peppery point food bludgeon death	train
wouldn complain food taste good quality food crappy	train
food simple good	train
perfection	train
main dining room beautiful intimate	train
great time feel like home	train
location price reasonable	train
wait hour table smoking section finally got hover couple leave service average value dollar beer joint issue middle union square park table chain smoking marlboro tell smoke cigar friend owner asthma complain	train
dish adjust american preference bland miss spice wok heat	train
serf amazing dominican food yummy staple include good roast chicken good homemade lemonade	train
hide away	train
reason visit restaurant hibiscus margarita	train
fry expensive	train
case bad	train
salad special ve get goat cheese unlike ve	train
server miss beat	train
decor visually arrest photograph flame red dahlia evoke hell risen legion georgia keeffes particularly memorable	train
aren tired host staff indignant customer new york restaurant	train
inquire famous lobster special availability waiter disregard hand	train
say place rock love av	train
nice outdoor restaurant see ny italy place rival country	train
awful	train
food good	train
good go casual dinner want try new thing	train
mr	train
definitely list return	train
reservation relatively short notice anniversary dinner oop	train
comment food go drink	train
food good try warm roll pretty unique	train
service attentive bit scatter	train
instead ll dirty plate table finish meal	train
food fantastic gourmet comfort food get progressively well past year service	train
sushi	train
good food fun interesting eat like dish brand new toy play	train
point disgust left want eat cellar disappointing good review restaurant look forward nice meal	train
okay hour operation little wacky fine food wine	train
dish interesting flavorful	train
look plate think hummus dip price like caviar stingy serve	train
pleasant smile hostess take coat seated right arrive reservation mind tuesday night	train
chili milkshake banana split	train
hardly customer	train
dinner dessert sampler	train
set far small street traffic noise	train
sushi good japanese community brasil music hot	train
excellent food excellent service cozy romantic atmosphere fantastic wine selection	train
luck taste real neapolitan pizza basically find ny distinctive sogginess	train
small tasteful hole wall good stuff	train
delicious try steak au poivre cook nicely	train
service impeccable wouldn point amiability	train
short pastis like crowd swell square foot space cast tile floor dark wood trim weather mirror	train
french fry salty	train
friend introduce	train
zagat right department	train
go planning drike lot sangria sangria home buy box wine fill glass ice pour wine	train
place open door window relax candle light type atmosphere	train
night adventure relish	train
old school experience try	train
eat night new york	train
hear place go friday evening	train
important food awesome	train
phone system terrible	train
fantastic party spot seat upstairs fantastic view	train
nice parisian feel	train
way big doughy legitimate ny bagel	train
acknowledge let know forget	train
waiter not know difference syrah shiraz bit hiney	train
staff mmust work try city super	train
deco ambiance romantic	train
come restaurant week didn save great	train
amazing sushi	train
sushi samba doubt favorite place dinner grab drink	train
match indifferent service	train
know ll great meal know ll great time	train
dish pull lamb shank terrible	train
say	train
definitely come	train
right tube save buck taka instead	train
take minute water glass	train
staff wonderful host es waiter bus boy	train
remark depict worldly someli owner janitor lpf true gourmand savvy wine basic good eat	train
food fresh spice delicious	train
linguine clam way salty undercooked	train
service fast friendly	train
trick snack afternoon split appetizer entree	train
melon big juci burger city	train
coffee strong taste fresh overprice	train
great variety menu extremely affordable	train
frill chinese food type paper menu	train
place good rain walk chinatown	train
casimir time great time	train
food great time	train
se staff friendly	train
wait hour experience end mere hour	train
kitchen small accomodate seat dinner take hour	train
resturant ought	train
soft shell crab roll die spicy tuna handroll	train
split porterhouse wife tasty money pay large well piece meat	train
food good service prompt price reasonable	train
minute later go ask seat seat people	train
shrimp ceviche consist shrimp piece suspend ketchup like substance ridiculous order tapa dining room	train
dim lighting couch soft medditerranean sound background major draw	train
start drink go tapa	train
crowd good look friendly	train
hot bagel open watch	train
wait return nyc anniversary dinner	train
portion large flavor	train
happen restaurant city right good reason	train
find fresh innovative flavor perfect preparation	train
understand bad review	train
try	train
arrive pm doorman inform restaurant close didn sense restaurant close till	train
wrong bottle wine finally show minute	train
crowd not travel far come midtown	train
service good	train
service pleasant little careless	train
absolutely gorgeous jewel box size restaurant wonderfully friendly service exquisite dish delectable sushi	train
linguini primavera blah	train
monday month wine dinner night wineturtle fun learn couple something time	train
hor oeuvre	train
great able creative cheap drink thing like blueberry mohitos plate veggie spring roll able joke bartender	train
mouthwatere good clean plate ready bust gut	train
server smirk walk away	train
good like staff leave new restaurant leave staff doesn know	train
want fast food ll eat mcdonald	train
thing hate manager stand bar chat bartender	train
wow loved mar truely kind world experience	train
expect crowd wait seat quickly	train
take long trip italy start miss wonderful food second get	train
lose friend	train
