rise water shine second sip gullet	train
lot oak doubt presence whiskey	train
alcohol present take away overall character	train
inch head stick minute dissipate trace	train
head frothy bubble soapy frothy	train
smell spicey peppery smell	train
pancake batter white head creamy lace	train
pour ounce bottle belgium glass	train
slight bit carbonation	train
glad get beer	train
easy drink balanced pilsener soothe	train
beer pour color ve see beer	train
little macrolag palate	train
overall good appearance ri	train
taste small fleeting	train
abv right na beer taste alright	train
web site alternative amber	train
normal ipa nose	train
worth price	train
drinkable style pretty easily	train
nice bitter	train
aroma faint grainy malt touch hop	train
decent sized head faint crackle sticky lace bright amber color	train
abv	train
coppery color wonderful head retention lace pint big malty nose amber color beer	train
fact ipa smell like sierra nevada beer	train
pour hazy lemonyellow color onefing white head	train
good balance taste citrus hop dominate good backing malt	train
tone malt help bit	train
color nice clear dark cherry	train
bottle certainly favourite tap favourite dutch macrolager	train
pierce hop sting definitely	train
light body crisp carbonation	train
expect belgian style ale hop aroma present	train
mean good way	train
ve get like drink tone straight like thing	train
head moderate head development stay short go nice look tiny bubble film slight collar	train
hint sweet malt detect herbal hoppy note kick	train
zero lacing notice consumption	train
carbonation look good headlace par apa	train
smell like corn horse piss like stella artois taste nasty like corona death baby beer like rotten corn old egg	train
smooth fizzy texture extremely pleasing	train
prosit mk	train
upfront excellent hop flavor	train
complexity adjunct	train
appearance nice sized offwhite head	train
wow lot dirty skunky metallic taste little taste overall	train
feel medium bodied mouth overall decent beer	train
mouthfeel mediumbodie	train
small medium	train
palate hoppy enjoyable drink	train
aroma nice bright hoppy flavor	train
romantic version dad beer taste taste like try dad coors complicate taste bud	train
beer official not drink tonight ill amstel beer	train
dpa	train
pour nice hazy amber light finger thick head time leave little lacing	train
smell fresh rye bread like slight citrusy aroma hop nose	train
east drink ipa problem	train
pour hazy dull wheat golden color	train
solventy nose	train
wait shandy	train
pine citrus note come	train
interesting albeit somewhat good peanut shell characteristic come taste	train
taste night	train
great lacing	train
hat brewmaster big thing future	train
bitter coffee bit char big flavor	train
mouthfeel light crisp moderate carbonation	train
step wash pizza got inlaw broaden horizon	train
yeasty wheat citrus flavor	train
pour bright orangere thick white head linger leave good lacing glass	train
flavor earthy hop lot bready grainy malt	train
get	train
hate beer well beer well	train
liquid look pleasant clear light color style	train
split difference	train
pit fruit scent like cherry raisin	train
easy	train
floral hop nose light sweetness malt sweet	train
final thought pop	train
know rank stand high read evaluation hope ll hope style ale	train
complex	train
bad dunkle	train
mouthfeel good smooth heavy	train
super drinkable approachable style want later get drinkablity right	train
overpower	train
appearance pour hazy agitate yeast honey color le head expect hefe retention write home lacing le satisfactory style	train
difficult rate hand interesting unique	train
mf light medium body medium carbonation	train
clear light brow	train
light hop malt balanced yes light bodied style	train
finger not stick	train
taste good	train
carbonation lightly tickle tongue	train
sip way overpower go oz not happen	train
great lace great head brew	train
pour oz	train
aroma strong point assertively grainy crisp hop aroma grassy little flower	train
sugary sweetness woody dry hopping	train
pretty good	train
spiciness faint onion powder	train
well light beer especially american macro light lager	train
light smell honey	train
sweet potato aroma distinctly discernible honey cinnamon	train
look pale basic	train
finish leafy hop cakeyness nice fruittyness touch toffee	train
thank enjoyable beer	train
sure get malt sweetness extreme resin character throw	train
swirl nicely mouth come good aftertaste nice initial taste	train
tap open fruity piney smell cloudy golden orange color pour pint glass	train
modest pleasant ipa quiet floral fade hop grapefruit tea caramel malt base	train
good medium carbonation	train
light floral hoppiness	train
hop bomb	train
mediumlarge body overly chewy filling	train
mix dark fruit light vinous acidity faint smokiness	train
carbonation perfect style mouthfeel average	train
lack complexity simple quality	train
oz	train
overall solid selection le dollar bottle definitely recommend	train
pour oversized snifter rise fluffy head finger	train
observe good date new release sure fine	train
pretty healthy bubble action	train
medium bittersweet flavor medium bittersweet finish moderate duration	train
good example style	train
alcohol present pleasant	train
not scratch dipa itch	train
ok far drinkability	train
base malt beer hop flavor let alcohol	train
worth pickup good session ipa will not kill palate style later	train
warm well	train
far	train
ton ring glass	train
tartness lemon lime finish linger citrus note brief period time	train
pour cask deep dark brown wisp short last head minimal lace	train
smell aroma caramel malt herbal citrus hop presence	train
overtly bad good	train
bourbon barrel age	train
bottle gt sampler gla	train
dr affordable garbage	train
finish nice bitter piney hop resin	train
plenty roast dark coffee nose earthy cocoa	train
understand hoppin frog keep time unfortunately able	train
light body mouthfeel moderate carbonation	train
overall brew interesting	train
great carbonation bodied bit oily	train
nice light gold color	train
taste chocolate stout heavy flavor remind chocolate milk straight chocolate bar	train
head vanish second build swirl glass	train
tasty classic pale ale	train
ml swing bottle lithuania	train
excited try	train
healthy dose apple cider flavor repulsive certainly	train
grainy light malt	train
note clove background	train
mediumfull body	train
ve hoppin frog good far	train
ibus	train
good	train
actually sample beer capital ale house yesterday taste well lot clean	train
different run	train
grainy flavor slighty malty slight hop presence	train
chocolate liqueur type booziness	train
good bockbier sweetness good year	train
taste bold impressive nose indicate turn drinkable	train
sampler pour rich amber color witha medium light beige head	train
mouthfeel good abv hide leave drinkable	train
pour black oily	train
thin watery lot bubble	train
drink day day	train
list stat abv og fg ibu	train
clear golden pour shaker pint white head pop dy minute	train
good retention sticky lacing	train
hop alcohol aroma faint	train
smell basic red ale	train
simply pale ale strike love ipa	train
grainy bready malt provide minimal balance	train
nice clarity literally cloudiness	train
smooth caramel tone light bit subdue nose overall	train
taste hit peculiar banana taste	train
overall good unique ipa	train
carbonate thin	train
fortunately flavor not skunky thought smell skunk	train
not like	train
pour bright clear orange amber like hue	train
kind light ipa big hop	train
mouthfeel bad decent body nice carbonation	train
pale malt sweet bready nose	train
need bit wheat malt le pale	train
deep dark black not determine clarity	train
classic double imp stout profile bitter hop rich dark unsweetened chocolate	train
boil vegetable	train
thing beer certainly not feel big	train
nice drinkable beer hot day	train
appearance half finger white head pour retention	train
huge flavor roast malt dark chocolate bitter hop pour	train
finish somewhat lemon like touch bit different sure separate rest main flavor profile	train
decent brew	train
acceptable offering hoppin frog imperial ipa use	train
pour plastic	train
malt beverage drink high school call white mountain	train
finish dry lightly bitter	train
pour orangetinge clear gold finger white head minimal body good retention	train
taste corn little malt	train
thank sue	train
barely smell like	train
average drinkability combination carbonation malt aftertaste hinder slightly come pleasant beer warm day	train
pour crisp golden minimal head	train
piney citrusy oiliness	train
oz insane	train
taste strong grassiness	train
yea strange	train
fruity mix berry taste blend dry pilsener malt flavor provide wonderfully balanced taste fruity	train
typical pale light crystal malt scent hop aroma	train
par head retention cloud golden colour smooth mouth feel creamy medium body	train
attack mint thyme lead light lemon peel lemongrass hop flavor	train
taste pine citrus caramel	train
head	train
flavor	train
look bit like sheep piss	train
rich hope great aroma bitter roasted chocolate malt booze earthy hop hint coffee vanilla	train
pour opaque black inch dark chocolate milk color head fade oily cap	train
light dash warmth abv noticeable	train
slim hint hop	train
absolutely horrible beer	train
slightly le medium low carbonation prefer	train
plus need figure	train
bb serve chill straight pint size glass	train
simple effective	train
smooth crisp clean bit thin easy ample carbonation	train
light fruity note background	train
not good sign	train
pour cloudy yellow color pineapple juice barely thin cap white head retention minimal lacing	train
unique smell ipa floral aroma grapefruit pine melt extremely pungent resinous acidic type way	train
good head retention	train
hint mineral wheat flour	train
sure	train
black night light mochabrown head	train
beer somewhat cloudy dull light orange	train
new album number	train
overall good ri prefer boris	train
imo well boris glad pick	train
lot flavor savor start malty sweet caramel change orange lemon lot hop flavor ill guess simcoe hop sure	train
ring lacing glass	train
anxious age	train
drinkability okay like knock expect hoppi brew	train
strong hop bittering marry roastiness surprising malt finish	train
look pound beer long day gym take bottle face value	train
mouthfeel	train
medium bodied bold flavor	train
big bold flavor spice bitterness end	train
strong grapefruit hop aroma maybe bit piney	train
away lot especially bitterness hop not overpower like ipa diminish return	train
need little body malt flavor	train
taste stay solid warm	train
balanced regular canned ipa not point serie	train
simple straightforward flavorful amber	train
apricot apple juice sweet biscuit	train
pour nice clean clear amber color nice froth	train
beer bad draft michelob afterward taste great comparison	train
look gift beer mouth ve get gift time	train
voice echo head drink tick tick	train
smell feature round sweet malt pepper rye spice herbal hop	train
not mind stout sessioning	train
excited try	train
citrus orange pith pine light caramel note	train
malt hop bill ramp leave beer odd hop presence alcohol flavor	train
huge thank share send way	train
kind like spiced pilsner kolsch spice kind hard identify	train
not let packaging cuz not find like	train
deep orangeamber body	train
miss classic flavor place taste reminiscent laundry water	train
want caldera dark offer light notch dissapoint	train
medium bodied feel crisp smooth	train
huge fan ethiopian cuisine super stoke find beer readily available dc	train
whoa bad nose	train
finish bitter dry	train
aroma sweet syrupy malt belgian character drown moderate fruit	train
taste super thin watery taste light bitter carrot	train
solid deep dark brown exceptionally tight chocolate milk head	train
good carbonation bubble stick glass slowly rise	train
try	train
beer light grainy aroma flavor light watery unpleasant	train
single hop beer pour deep ruddy rusty copper nice head good lacing	train
sweet rich alcohol nonexistent	train
drink	train
smell strong hop alcohol dark citrus sweet malt	train
body thick medium aftertaste leave taste resin good	train
polarize camp love stuff fact salivate right type note	train
like beer punch taste wise not find	train
husk water	train
dig beer dig	train
smoke significant aroma overwhelming	train
retain big creamy dollop leaf sticky latticework lace	train
average mouthfeel style	train
probably import beer honestly not brag	train
alcohol present intense dryness	train
solid effort	train
drinkable	train
hazelnut blackberry fig amaretto	train
nice solid ipa	train
not way head beer	train
pretty good use little balance bit bitter tasty bitter bitter bitter	train
crisp light watery	train
not think good representation style interesting worth try nonetheless	train
remind forest end hit small hint flower flavor	train
quickdissolve white foam settle thin ring wisp lacework	train
quick	train
lightbodie moderate carbonation	train
far mean close ve find reference point try hercules double harpoon thomas creek extreme ipa current dogfish double find enjoy	train
sweetness molasse light licorice flavor	train
balanced smell pineapple hop smell awesome	train
honestly like mild pale ale ipa	train
tell malt not pick directly	train
sweetness caramel malt	train
creaminess	train
hop juicy grapefruit crisp	train
caramel malt rest floral tone little pronounce	train
drink day	train
easily drinkable prefer ale	train
aclear yellow gold head avg retention little bit lace	train
aroma lot malt good hop	train
initial taste caramelbrown sugar biscuitlike	train
taste not follow nose way hint citru go malt kick	train
drank home pour bottle wide mouth glass	train
certainly hop profile expect pilsner taste like lite beer	train
pour bomber pint glass	train
tm definitely strong bitter hop flavor end	train
not scent begin overall bad beer	train
fruit tone tart bitterness ride backside thing	train
fruit come warm	train
couple second bitterness chase away crisp snap biscuity malt	train
drink night	train
definitely bodied deceptive drinkable	train
source moon river savannah ga	train
hop slick probably add boil	train
worth shot not ill return	train
drinkability high definitely session beer	train
faint hop presence warm	train
hazy reddish brown body visible carbonation half finger white head good lacing	train
finger head leave dry patch lace mouth glass	train
brew locally usually buck oz bottle	train
hang glass pretty	train
appearance murky dark golden brown	train
heineken far favorite amstel reasonably drinkable especially hot	train
hop dam aggressive brutal drinkable	train
touch roast	train
easy drink harsh note	train
funky taste overall	train
surprisingly alcohol content issue	train
smell light malt iwth hint floral hop	train
expect high abv brew retention lacing	train
head sort thin lot tiny little bubble stack like shipping peanut	train
drink worry	train
not taste skunky nice	train
buy cheap euro lager	train
nature style	train
know long drink craft beer forget skunk issue beer	train
suggestion beer mixed lemonade like traditional radler	train
ounce	train
good time	train
lot lemon splash lime flavor good bit sugary malt sweetness	train
beer pour deep chocolate black colour offwhite head little retention	train
taste mouthfeel sweet lightly fruity yeasty flavour low bitterness finish	train
pretty balanced extreme beer	train
euro lager pour tall pilsner glass produce pale yellow color weak head lead weak lacing	train
not like light beer anymore	train
golden fruity apricot soak apricot brandy sugar syrup scotch whisky clovey belgian yeast character initially give credit	train
pour snifter return vampire weekend concert	train
mouthfeel thin taste eerily tart	train
bottle thank	train
active carbonation note	train
nice hoppy taste nutty biscuity taste nice difficult describe dry beer	train
well can microbrew try	train
hefeweizen american craft style confuse american pale wheat ale hoppin frog throw come	train
pretty cool ale shandy	train
likely not finish entire bomber christmas spirit particular day	train
pine smell	train
light yellow color thin consistency	train
nose typical eurolager citrus yeast mild malt	train
mention brewmaster greg say barrel dryhoppe	train
strong citrusy hop character nose alt ale	train
love review beer	train
taste like brown ale fruit incredibly rich aftertaste caramel malt	train
taste profile guy pretty textbook	train
thin mf bit disappointing slightly big carry flavor bit well	train
surprise taste hop	train
pour bottle hazy amber color scant white head quickly fade away	train
hear good light beer impressed	train
bottle	train
crystal malt	train
little spice	train
medium smooth feel dry stickiness come	train
will not get beer	train
od not remember positive light	train
smell scare	train
hoppy ibu hoppy sweet toast malt citrus fruit pine needle hint tart grapefruit splash sweet caramel ton bitter grassy hop	train
medium bodied moderate carbonation beer easy drinking sipper	train
astringent kill flavor thank god overwhelmed honey	train
pour inch badge vase shape glass twice glass hold	train
overall nice interesting beer	train
zum wohl	train
overall dry bland	train
course date bottle older fade hop ill know	train
smooth nicely dry go	train
beer look amber short white head	train
good shift standby style available not shy away	train
pretty big malt profile border semi sweet hop character background add dryness balance	train
nice hoppy balance noticeable warm	train
pour head surprisingly	train
ill try track beast	train
taste wheat malt floralherbal touch	train
aftertaste light maltiness	train
nice rare find hoppin frog	train
barely apple great beer great sweet apple aspect similar	train
super smooth balanced medium weight beer absolutely coat mouth layer goodness	train
heineken probably little well long shot	train
rapidly approach ruination territory	train
hand	train
complexity follow nose taste arena	train
time hit outdoor event drink place remember beer wish case hand	train
pour rich burn caramel hue deep amber hue	train
thin fizzy	train
breadyness herbal hop	train
sum	train
nose kind mix herbal floral	train
overall bit underwhelme beer moon river	train
great carbonation mesh syrupy flavor	train
mouthfeel mediumbodie	train
aroma banana clove hint orange	train
certainly merit pay import price	train
fuck love	train
bodied low level carbonation	train
let nose linger reveal chocolate smoke bit peat plus mild lemon scent	train
earthiness beer combine sour lemon note think get beer traditional yeast	train
flavor typical dark wheat brew wheat malt flavor hint caramel	train
remember actually fairly respected choice beer	train
step miller light say	train
easily consume light beer definitely enjoyable	train
drinkability good smooth easy low abv easy	train
weak smell weak taste eventhough nice taste watery	train
hint mint burn sugar	train
beer like brewer attempt good representative style	train
taste balanced roast malt provide nice backbone decent hop flavor interesting	train
come oz simple silver surround hop leaf	train
beer clear deep golden copper tone white solid head leave good lacing	train
complex multilayere	train
aftertaste straightforward hoppy pale ale	train
bottle sweetness bit	train
past great coffee chocolate note	train
not drink	train
disastrous serve cold acceptable suitably warm	train
weird overwhelming honey malt flavor balance not nice lager flavor	train
personally like aggressive character aggressive hop	train
biscuit buttery malt linger	train
beer appear standard pint glass deep rich slightly brownorange color naturally creamy white head	train
feel fuller carbonation	train
plenty malt character solid dose warm toast munich malt	train
guess malt nose	train
light easy drinking actually taste like beer	train
retain finger offwhite rocky head	train
unlike hoppin frog brew easily drink entire bomber need er visit criticism	train
sample pint bailey taproom	train
hop flavor somewhat muted drink complex smooth	train
pour pilsner glass	train
beer dry malt flavor	train
nice golden hue color moderate head stick long period time	train
mixed flavor marshmellow bold raisin soft cherry	train
pour slightly hazy brown little head speak	train
hop set awash bitter pine citrus	train
far earthy popular pale bottle nonetheless	train
intensely bitter beautifully manage dry grassy note glimpse sweet toast caramel malt try good notice beneath large help dry hop	train
na zdravje	train
nice spotty lacing glassnice	train
hit right warmth	train
enjoy leave desire instead simply move try beer purchase	train
nice chewy stout	train
dunno feel	train
pour complex beer tumbler degree	train
sweet vanilla caramel toffee whiskey general sweet boozy awesomeness	train
like nose beer start strong bitterness earthy pine hop tone	train
good example caldera	train
ok mouthfeel heavy handed hop somewhat strip away good body	train
slightly toasty mildly sweet smooth	train
taste similar smell light malt heavy grain	train
pick hop aroma metallic copper smell like kind handle bunch penny pretty overshadow hop	train
drinkability eh ok	train
body appropriately thick syrupy far edge	train
delicate peat smokiness linger	train
alcohol hide	train
taste awful	train
lightly toast dextrinous malt flavor upfront aromatic	train
totally opaque	train
accompany scent pine citrus touch malt	train
malt prominent	train
smooth drinking beer minimal alcohol presence	train
source moon river savannah ga	train
sweet toasty caramel brown sugar spice pie crust	train
smell amazing big bacony smoke pork rauch goodness	train
beer recommend	train
potent doppel sticke alt bodied malty amber ale dry finish	train
price difference pick amstel	train
pour hop permeate room strong	train
try	train
floral grassy little spicy	train
oz bottle wide mouth tulip glass	train
taste huge lemon lime orange zest bit spiciness	train
pint poland	train
aftertaste malt wheat citrus hop small touch banana	train
like real triple ipa barley wine like triple ipa turn	train
taste strong slightly syrupy good way	train
medium body carbonation	train
find ashland ill try tap	train
solid amber ale	train
joy drink	train
immense sweet meaty smoke	train
alcohol present nose	train
bitter sweet aftertaste little	train
pick today brewforia	train
satisfying beer not scratch itch hop	train
drink cleanse palate water	train
carbonation lively overdone	train
tap moon river course	train
taste nicely balanced hop take blend picture	train
not great beer will not	train
smell velvety sweet	train
somewhat dry finish	train
cask ale pint	train
big malt nose	train
clean fresh finish	train
